                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.57232,                0.72995,                0.32442,                0.87502,                0.91443,                0.82735,                0.86708,                 0.7568,                0.91246,                 0.8214,                0.86671,                0.69679,                0.62369,                0.84175,                0.34423,                0.86914,             6.5104e-05,             6.5104e-05,             6.5104e-05
                     82,                0.56835,                0.72269,                0.32102,                0.87132,                0.90067,                0.82457,                0.87378,                0.76355,                0.89588,                0.81968,                0.87475,                0.69888,                0.62511,                0.85155,                 0.3446,                0.87044,             6.2005e-05,             6.2005e-05,             6.2005e-05
                     83,                0.56856,                0.72741,                0.31847,                0.87083,                0.91211,                0.82344,                0.87371,                0.76174,                0.91496,                 0.8112,                0.87383,                0.70143,                0.62271,                0.85666,                0.34233,                0.86678,             5.8907e-05,             5.8907e-05,             5.8907e-05
                     84,                 0.5649,                0.71901,                0.31679,                0.86985,                0.92749,                0.82659,                0.88043,                0.76706,                0.92608,                0.82306,                0.87975,                0.70674,                0.62204,                  0.858,                0.33733,                0.86606,             5.5808e-05,             5.5808e-05,             5.5808e-05
                     85,                0.55727,                0.70858,                0.31367,                 0.8688,                0.92983,                0.82316,                0.88012,                0.77224,                0.92871,                0.82093,                0.88093,                0.70866,                0.62244,                0.85078,                 0.3374,                0.86876,             5.2709e-05,             5.2709e-05,             5.2709e-05
                     86,                0.56049,                0.71523,                0.31255,                0.86877,                0.91888,                0.82388,                 0.8764,                0.76766,                0.91581,                0.81825,                0.87606,                0.70596,                 0.6221,                0.85123,                0.33717,                 0.8682,             4.9611e-05,             4.9611e-05,             4.9611e-05
                     87,                0.55561,                0.71274,                0.31174,                0.86984,                 0.9228,                0.82281,                0.87427,                0.76474,                0.92527,                0.81685,                0.87544,                0.70213,                0.62346,                0.85632,                0.33649,                0.87129,             4.6512e-05,             4.6512e-05,             4.6512e-05
                     88,                0.55163,                0.70869,                0.30864,                0.86868,                0.92569,                0.82141,                0.86913,                0.75854,                0.92482,                0.81555,                0.86934,                0.70025,                0.62221,                0.85263,                0.33637,                0.87226,             4.3413e-05,             4.3413e-05,             4.3413e-05
                     89,                 0.5505,                0.70562,                0.30758,                0.86787,                0.94106,                0.81421,                0.86633,                0.75668,                0.93802,                0.81092,                 0.8665,                0.70121,                0.61905,                0.84971,                0.33588,                0.87106,             4.0314e-05,             4.0314e-05,             4.0314e-05
                     90,                0.55266,                0.70735,                0.30557,                0.86702,                0.93362,                0.81026,                0.87099,                 0.7606,                0.93082,                0.80433,                0.86953,                0.70133,                0.61984,                0.84991,                0.33757,                0.86844,             3.7216e-05,             3.7216e-05,             3.7216e-05
                     91,                 0.5318,                0.65964,                0.27372,                0.85416,                0.93135,                0.81818,                0.86934,                0.76302,                0.92662,                0.81384,                0.86667,                 0.6976,                0.62031,                0.85347,                0.33818,                 0.8685,             3.4117e-05,             3.4117e-05,             3.4117e-05
                     92,                0.52676,                0.65858,                0.27266,                0.85334,                0.94039,                 0.8137,                0.87155,                0.76634,                0.93738,                0.80982,                 0.8697,                0.70398,                0.62095,                0.85785,                 0.3409,                0.86969,             3.1018e-05,             3.1018e-05,             3.1018e-05
                     93,                0.52217,                0.65449,                0.27041,                0.85168,                0.94091,                0.81044,                0.87515,                0.77144,                0.93834,                0.80484,                0.87313,                0.70736,                0.62038,                0.85962,                0.34107,                0.86987,              2.792e-05,              2.792e-05,              2.792e-05
                     94,                0.52272,                0.66057,                0.26995,                0.85155,                0.93476,                0.81379,                0.87673,                0.77182,                0.93211,                0.80815,                0.87461,                0.70523,                0.61965,                0.86566,                0.33989,                0.87032,             2.4821e-05,             2.4821e-05,             2.4821e-05
                     95,                0.52171,                0.65413,                0.26766,                0.85374,                0.93127,                0.81796,                0.87219,                0.76449,                0.92836,                 0.8076,                 0.8699,                0.70013,                0.61918,                0.86917,                0.33998,                0.87015,             2.1722e-05,             2.1722e-05,             2.1722e-05
                     96,                0.51431,                0.64779,                0.26425,                0.84867,                0.93464,                0.81338,                 0.8706,                0.76408,                0.92902,                0.80734,                 0.8694,                 0.7024,                0.61808,                0.87151,                0.33962,                0.86921,             1.8624e-05,             1.8624e-05,             1.8624e-05
                     97,                0.51085,                 0.6425,                0.26156,                0.84567,                0.93065,                0.81551,                0.86937,                0.76086,                0.92821,                0.80944,                0.86712,                0.70155,                 0.6179,                0.87292,                0.33973,                0.86884,             1.5525e-05,             1.5525e-05,             1.5525e-05
                     98,                 0.5083,                0.64183,                0.26105,                0.84689,                0.93663,                 0.8142,                 0.8685,                0.76179,                0.93375,                0.80863,                 0.8677,                0.70044,                0.61731,                0.87195,                0.33967,                 0.8683,             1.2426e-05,             1.2426e-05,             1.2426e-05
                     99,                0.51053,                 0.6409,                0.26111,                0.84743,                0.93165,                0.81561,                0.86909,                0.76271,                0.92773,                0.81058,                0.86857,                0.70083,                0.61722,                0.87387,                0.33932,                0.86824,             9.3274e-06,             9.3274e-06,             9.3274e-06
                    100,                0.51034,                0.64443,                 0.2601,                0.84482,                 0.9329,                0.81867,                0.87107,                0.76458,                0.92566,                 0.8122,                0.86914,                0.70239,                0.61702,                0.87428,                0.33951,                0.86863,             6.2287e-06,             6.2287e-06,             6.2287e-06
